Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Monthly Charges,Total Charges,CLTV,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
1,0,0,0,25,1,0,0,0,0,0,0,0,0,70.95,1767.35,4881,False,False,True,False,False,False,True
1,0,0,0,56,1,0,0,0,0,0,0,1,0,24.9,1334.0,5327,False,True,False,True,False,True,False
1,0,0,0,49,0,0,0,1,0,0,0,0,1,30.2,1453.1,5214,True,False,False,False,False,False,False
0,0,0,0,7,1,0,0,0,0,0,0,0,1,74.9,541.15,5159,False,True,True,False,False,True,False
1,0,0,0,20,1,0,0,0,0,1,0,0,1,85.25,1734.5,2414,False,True,True,False,False,True,False
0,1,0,0,18,1,0,1,0,0,0,0,0,1,74.7,1294.6,3896,False,False,True,False,False,True,False
0,0,0,0,10,1,0,0,0,0,0,0,0,1,75.75,777.3,4525,False,True,True,False,False,False,True
0,1,0,0,47,1,0,1,0,1,1,0,0,1,95.05,4504.55,5214,False,True,True,False,False,True,False
1,0,0,0,3,1,0,0,0,0,1,0,0,0,55.15,159.15,5698,False,False,False,False,False,False,True
1,0,1,0,22,1,1,0,0,1,0,0,1,1,56.25,1292.2,3733,False,False,False,False,True,False,False
0,0,0,0,35,1,0,1,0,1,0,0,0,0,85.3,2917.5,2455,False,True,True,False,True,False,False
1,0,0,0,26,1,0,0,0,1,0,0,0,1,80.5,2088.8,2729,False,True,True,False,False,True,False
0,1,1,0,4,1,0,0,0,0,1,0,0,1,83.25,308.05,5251,False,True,True,False,False,True,False
1,0,1,0,28,1,0,0,0,1,0,0,0,0,76.55,2065.4,2085,False,False,True,False,False,False,False
0,1,1,0,3,0,0,1,0,0,0,0,0,1,30.75,82.85,4133,True,False,False,False,False,True,False
1,0,0,0,3,1,0,1,0,0,0,0,0,0,74.45,221.1,3956,False,False,True,False,True,False,False
1,0,0,0,9,1,0,0,1,0,1,1,0,1,94.05,811.65,3475,False,False,True,False,False,True,False
1,0,1,0,67,1,1,1,1,0,1,1,1,0,109.9,7332.4,5416,False,True,True,False,True,False,False
1,0,1,1,17,0,1,0,1,0,1,0,1,0,44.45,792.15,3522,True,False,False,False,True,False,False
1,0,0,0,44,1,1,1,1,0,1,1,0,1,111.5,4915.15,2827,False,True,True,False,False,True,False
0,0,1,0,12,0,1,0,0,1,0,0,1,0,33.15,444.75,3882,True,False,False,False,True,False,False
0,0,1,0,58,1,0,0,1,1,1,1,0,1,102.1,5885.4,4415,False,True,True,False,True,False,False
0,0,1,1,34,1,1,1,1,0,0,0,1,1,60.8,2042.05,4522,False,False,False,False,False,False,True
1,1,0,0,31,1,0,1,0,0,1,0,0,1,90.7,2845.15,3493,False,True,True,False,False,True,False
1,1,1,0,16,1,0,1,0,0,0,0,0,1,74.3,1178.25,2076,False,False,True,False,True,False,False
1,1,1,0,12,1,0,1,0,0,1,1,0,1,101.35,1218.55,3967,False,True,True,False,False,True,False
1,0,0,0,1,1,0,0,0,0,0,0,0,0,45.75,45.75,3531,False,False,False,False,False,True,False
0,0,1,0,17,1,0,0,0,0,1,1,0,0,92.6,1579.7,4756,False,True,True,False,False,True,False
0,0,1,1,5,1,0,0,0,0,0,0,0,0,69.95,320.4,3850,False,False,True,False,True,False,False
1,0,1,0,67,1,1,1,0,0,0,1,1,1,90.6,6056.15,4394,False,False,True,False,True,False,False
0,0,0,0,17,1,0,0,0,0,0,0,1,0,19.55,280.85,4947,False,False,False,True,False,False,True
1,0,0,0,26,1,0,0,0,0,0,0,1,1,20.65,595.5,2194,False,False,False,True,True,False,False
1,0,0,0,20,1,0,0,1,0,1,0,0,1,90.7,1781.35,2927,False,True,True,False,True,False,False
1,0,0,0,24,1,0,0,1,0,1,0,0,1,89.85,2165.05,2050,False,True,True,False,False,False,True
1,0,1,0,7,1,1,0,0,0,0,0,1,1,49.75,331.3,5651,False,False,False,False,False,True,False
1,1,0,0,1,0,0,0,0,0,0,0,0,1,25.1,25.1,5437,True,False,False,False,False,True,False
0,0,1,0,9,1,0,1,0,1,1,0,1,1,65.6,593.3,2205,False,False,False,False,False,False,True
0,0,1,0,26,0,1,1,1,0,1,0,1,0,47.85,1190.5,4362,True,False,False,False,False,False,False
0,0,0,0,1,1,0,0,0,0,0,1,0,1,81.95,81.95,5622,False,False,True,False,False,True,False
0,0,0,1,7,0,1,0,0,0,0,0,0,0,29.8,201.95,4236,True,False,False,False,False,False,True
0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.6,24.6,5768,True,False,False,False,False,True,False
0,0,0,0,2,1,0,0,0,0,1,0,0,1,79.65,152.7,5082,False,False,True,False,False,False,True
0,0,0,0,70,1,0,0,0,0,0,0,1,0,19.7,1341.5,6072,False,False,False,True,False,False,False
1,0,1,1,62,1,1,1,0,0,1,0,1,1,94.95,5791.85,4262,False,True,True,False,True,False,False
1,0,0,0,35,1,0,0,0,0,1,0,0,0,83.15,2848.45,2332,False,True,True,False,False,True,False
0,1,0,0,8,1,0,0,0,1,1,1,0,1,100.15,908.55,5157,False,True,True,False,True,False,False
0,0,1,0,12,1,0,0,0,0,0,0,0,0,45.9,505.95,5790,False,False,False,False,False,False,False
1,0,0,0,2,0,0,0,0,1,0,0,0,0,29.85,75.6,4268,True,False,False,False,False,False,False
0,1,0,0,2,1,1,1,0,0,0,0,0,0,54.85,104.2,3016,False,False,False,False,False,False,True
0,0,1,0,41,1,1,1,1,0,1,0,1,1,78.35,3211.2,2894,False,True,False,False,True,False,False
1,0,1,0,18,1,1,0,0,0,1,1,0,1,99.4,1742.95,2421,False,True,True,False,False,True,False
1,0,0,0,38,1,0,0,0,0,0,0,1,1,70.45,2597.6,5437,False,False,True,False,False,False,False
0,0,0,0,25,1,0,0,0,0,0,0,0,0,19.05,461.3,2692,False,False,False,True,False,False,True
0,0,0,0,53,1,1,1,1,0,1,0,1,0,98.6,5311.85,4635,False,True,True,False,False,False,True
0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.3,20.3,3830,False,False,False,True,False,False,True
1,0,0,0,6,0,0,1,0,0,0,0,0,1,30.5,208.7,4667,True,False,False,False,True,False,False
0,0,1,1,26,1,1,1,0,0,0,0,0,0,81.95,2070.05,2817,False,False,True,False,False,True,False
1,0,1,0,56,1,0,0,0,0,1,1,0,0,89.7,4952.95,5955,False,False,True,False,False,False,True
1,0,1,1,51,1,0,1,0,1,0,0,1,0,84.2,4299.75,4952,False,True,True,False,False,False,False
1,0,0,0,17,1,0,0,0,0,0,0,1,1,20.5,365.8,2259,False,False,False,True,False,False,True
1,1,1,0,20,1,0,1,0,1,1,1,0,0,107.05,2172.05,5328,False,True,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.35,20.35,5774,False,False,False,True,False,False,True
0,0,0,0,17,1,0,0,1,0,0,0,0,0,80.05,1345.65,3443,False,True,True,False,False,False,False
0,0,1,0,8,1,0,0,1,0,1,1,0,1,94.2,777.3,2939,False,False,True,False,False,True,False
0,1,0,0,1,0,0,0,0,0,0,0,0,1,25.7,25.7,4095,True,False,False,False,False,False,True
0,0,0,0,13,1,1,1,0,1,0,1,0,0,67.8,842.25,4115,False,False,False,False,False,False,False
0,0,0,0,11,1,0,0,0,0,0,0,0,1,44.65,472.25,4492,False,False,False,False,False,False,True
1,0,0,0,22,1,0,1,0,0,1,1,0,1,93.2,2157.3,4093,False,False,True,False,False,False,True
0,0,1,0,10,1,0,0,0,0,0,0,0,1,19.95,187.75,3831,False,False,False,True,False,False,False
0,0,1,1,30,0,0,0,0,1,1,1,0,0,51.2,1561.5,4568,True,False,False,False,True,False,False
0,0,1,0,27,1,1,1,1,1,0,0,1,0,66.15,1874.45,3213,False,False,False,False,False,False,True
0,0,0,0,40,1,0,1,1,0,1,0,0,1,93.4,3756.4,3819,False,True,True,False,False,False,False
1,0,0,0,3,1,0,0,0,0,0,0,0,0,50.4,137.25,4639,False,True,False,False,False,False,False
1,0,1,1,7,1,1,0,0,0,1,1,0,0,69.7,516.15,4326,False,False,False,False,True,False,False
0,1,0,0,40,1,0,0,1,1,1,1,1,1,103.75,4188.4,3568,False,True,True,False,True,False,False
1,1,1,0,50,1,1,1,1,0,1,0,1,1,101.9,5265.5,4184,False,True,True,False,False,False,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,74.5,74.5,2016,False,True,True,False,False,True,False
1,1,1,0,69,1,1,0,1,1,1,1,1,1,110.55,7610.1,4887,False,True,True,False,False,False,True
0,1,0,0,2,1,0,0,0,0,0,0,0,1,70.2,115.95,2767,False,False,True,False,False,False,False
1,0,0,0,3,0,1,1,0,0,0,0,0,1,35.45,106.85,2095,True,False,False,False,False,False,True
0,0,0,1,26,0,0,0,1,0,0,0,0,1,29.8,786.5,3746,True,False,False,False,False,False,True
1,0,1,1,31,1,1,0,1,0,1,0,1,0,98.05,3082.1,4524,False,True,True,False,False,False,False
0,0,1,1,40,1,0,1,1,0,1,0,0,1,96.35,3915.4,2004,False,True,True,False,True,False,False
0,1,0,0,9,1,0,0,0,0,0,1,0,1,84.45,762.5,3543,False,True,True,False,False,True,False
0,0,1,0,20,1,0,0,0,0,0,0,0,0,19.25,375.25,4137,False,False,False,True,False,False,False
1,0,0,1,19,0,0,0,0,0,0,0,0,1,25.35,566.1,3072,True,False,False,False,True,False,False
1,0,1,1,57,1,1,1,0,1,0,0,1,0,59.6,3509.4,4778,False,False,False,False,False,False,True
1,1,1,0,52,1,1,0,1,1,1,1,1,1,104.45,5481.25,5490,False,False,True,False,False,False,False
0,0,1,1,16,1,1,0,1,1,1,1,0,1,112.95,1882.55,2683,False,True,True,False,False,True,False
0,0,0,0,10,0,1,1,1,0,0,0,0,0,40.7,449.3,2164,True,False,False,False,False,False,False
0,0,0,0,11,0,0,0,0,0,1,0,0,1,35.8,363.15,2534,True,False,False,False,False,False,True
1,0,1,0,15,1,0,0,1,0,1,1,0,1,101.1,1504.05,2055,False,True,True,False,False,True,False
1,0,1,0,69,1,0,0,1,0,1,1,0,1,99.45,7007.6,4020,False,True,True,False,True,False,False
0,0,0,0,41,1,0,1,1,0,1,1,0,1,106.3,4443.45,5383,False,True,True,False,False,True,False
0,0,1,0,25,0,0,0,0,0,1,0,0,1,34.0,853.0,5024,True,False,False,False,False,False,False
0,0,1,1,15,1,0,0,0,0,0,0,0,0,19.8,272.95,4167,False,False,False,True,False,False,True
1,1,0,0,6,1,0,0,0,0,0,0,0,0,44.7,276.5,4270,False,False,False,False,True,False,False
0,1,1,0,1,0,0,0,0,0,0,0,0,1,24.8,24.8,5377,True,False,False,False,False,True,False
1,0,1,0,58,1,1,1,1,0,0,0,1,0,60.3,3563.8,4026,False,False,False,False,True,False,False
0,0,0,0,67,0,0,0,1,1,1,1,0,1,53.4,3579.15,5990,True,False,False,False,True,False,False
1,0,1,1,17,1,1,0,0,1,0,0,1,1,62.1,1096.65,3937,False,True,False,False,False,False,True
0,0,1,0,33,1,0,1,0,1,0,0,1,1,53.75,1857.3,3160,False,False,False,False,True,False,False
0,0,1,0,34,1,0,0,1,0,1,0,0,0,87.45,2874.15,3358,False,True,True,False,False,True,False
0,0,1,1,34,1,0,0,0,0,0,0,0,0,20.65,716.4,5099,False,False,False,True,False,False,True
1,1,1,0,13,1,0,0,0,0,1,1,0,1,95.25,1233.65,2982,False,True,True,False,False,True,False
1,0,0,0,27,1,0,0,1,0,0,0,0,1,81.3,2272.8,5158,False,True,True,False,False,True,False
0,0,1,0,24,1,0,0,1,0,0,0,0,1,79.65,1928.7,3816,False,True,True,False,False,False,True
1,1,1,1,71,1,1,1,1,0,0,0,1,1,86.7,6179.35,4485,False,False,True,False,False,False,False
0,0,0,0,13,1,0,1,1,0,0,0,0,1,84.45,1058.6,5801,False,True,True,False,False,True,False
1,0,1,1,15,0,1,0,0,0,0,0,0,1,30.2,469.65,5825,True,False,False,False,False,False,False
1,1,0,0,19,1,1,0,0,0,0,1,0,1,87.3,1637.3,4447,False,False,True,False,False,True,False
0,0,1,0,31,1,0,0,0,1,0,0,0,1,49.2,1498.55,2157,False,False,False,False,False,False,True
1,0,1,0,36,1,1,0,0,0,1,1,0,1,93.6,3366.05,2701,False,False,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,1,0,1,55.45,55.45,5286,False,False,False,False,False,True,False
0,0,1,0,50,1,0,0,0,0,0,0,1,1,19.85,943.1,4358,False,False,False,True,False,False,False
0,0,1,1,8,1,1,1,0,0,0,0,0,0,54.65,482.25,5614,False,False,False,False,False,False,True
0,0,1,0,27,1,0,0,1,0,0,1,0,0,90.15,2423.4,5750,False,True,True,False,False,False,False
0,0,0,0,8,1,0,0,0,0,0,0,0,1,75.25,576.7,2332,False,True,True,False,False,True,False
1,0,0,1,39,1,0,0,0,0,0,0,1,0,25.45,958.45,5986,False,True,False,True,False,False,False
0,0,1,0,32,1,0,0,0,0,0,0,0,0,19.4,641.15,3846,False,False,False,True,False,False,False
0,0,1,1,53,1,0,0,1,0,0,1,1,0,60.6,3297.0,4854,False,False,False,False,True,False,False
0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.3,19.3,3236,False,False,False,True,False,True,False
0,0,1,0,3,1,0,0,0,0,0,0,0,0,20.85,72.0,5867,False,False,False,True,False,False,True
0,0,1,1,33,1,0,0,0,0,0,0,1,0,24.15,800.3,4501,False,True,False,True,True,False,False
1,0,0,1,49,1,1,1,1,0,1,1,1,1,109.2,5290.45,6005,False,True,True,False,True,False,False
1,0,0,0,44,1,1,0,0,1,1,0,1,0,65.4,2774.55,5827,False,False,False,False,False,True,False
0,1,1,0,3,1,1,0,0,1,1,0,0,1,88.3,273.75,4486,False,False,True,False,False,False,True
0,0,1,1,3,1,0,1,1,0,1,0,0,1,69.15,235.0,2301,False,True,False,False,False,False,False
0,0,0,0,29,1,1,0,1,1,0,0,1,0,58.0,1734.5,2810,False,False,False,False,True,False,False
1,0,0,0,1,1,0,0,0,0,1,0,0,1,80.55,80.55,3154,False,False,True,False,False,True,False
0,1,0,0,8,1,0,0,0,0,0,1,0,0,85.2,695.75,2565,False,True,True,False,False,True,False
0,0,1,0,37,1,0,0,0,0,0,0,1,1,19.85,717.5,5707,False,False,False,True,False,False,False
1,1,0,0,1,1,0,0,0,0,0,0,0,1,70.05,70.05,2469,False,False,True,False,False,True,False
1,0,1,1,68,1,0,1,1,1,1,1,1,0,105.75,7322.5,4437,False,False,True,False,True,False,False
0,0,1,0,57,1,0,0,1,0,1,1,1,1,100.75,5985.0,6354,False,True,True,False,True,False,False
1,0,1,0,41,1,0,0,1,1,1,1,1,1,102.6,4213.35,2098,False,True,True,False,False,True,False
0,0,1,1,9,1,0,0,0,1,0,0,0,1,75.85,647.5,4843,False,False,True,False,False,True,False
0,1,0,0,2,1,0,0,0,0,0,0,0,1,70.35,139.05,2671,False,False,True,False,False,True,False
1,0,1,0,63,1,1,1,1,1,0,1,1,0,80.0,5040.2,5540,False,True,False,False,True,False,False
1,0,0,0,14,0,0,0,1,1,1,1,0,1,55.0,771.95,4900,True,False,False,False,False,True,False
0,0,1,0,3,1,0,0,0,0,0,0,0,1,75.15,216.75,2270,False,True,True,False,True,False,False
0,0,1,0,11,1,0,0,0,0,0,0,1,0,20.6,233.9,4047,False,False,False,True,False,False,True
1,0,1,1,41,1,0,0,0,0,0,0,1,0,19.5,798.2,2446,False,False,False,True,False,False,False
0,1,0,0,8,1,0,1,1,0,1,1,0,1,105.5,829.55,5546,False,True,True,False,False,True,False
1,1,1,0,57,1,0,0,1,0,1,1,0,0,100.6,5746.15,5247,False,True,True,False,False,True,False
0,0,1,1,54,1,0,1,1,1,1,1,0,1,86.2,4524.05,6275,False,True,False,False,False,True,False
0,0,0,0,14,1,0,0,0,0,0,0,0,1,71.0,914.0,3228,False,False,True,False,True,False,False
1,0,0,0,52,1,0,1,1,1,1,1,1,1,105.0,5426.85,4630,False,False,True,False,False,False,False
1,0,0,0,2,1,0,0,0,0,0,0,0,0,45.85,81.0,3843,False,False,False,False,False,False,True
1,0,0,0,1,1,0,0,0,0,0,0,0,1,71.65,71.65,2377,False,False,True,False,False,True,False
1,0,1,0,44,1,0,0,0,0,0,0,1,0,25.7,1110.5,3037,False,True,False,True,False,False,True
0,0,0,0,2,0,0,0,0,0,1,1,0,1,45.25,85.5,4566,True,False,False,False,False,True,False
1,0,1,0,54,1,1,1,1,0,1,1,0,0,109.55,6118.95,6130,False,True,True,False,False,True,False
0,0,0,0,6,1,0,1,0,0,1,0,0,1,90.1,521.3,5656,False,True,True,False,False,True,False
0,0,1,0,29,1,0,0,0,0,0,0,0,0,19.85,573.05,2712,False,False,False,True,False,False,True
0,0,0,0,7,1,0,1,0,0,1,1,1,1,94.05,633.45,5545,False,False,True,False,False,False,True
0,1,0,0,5,1,0,0,1,0,1,0,0,1,84.85,415.55,3305,False,False,True,False,False,False,True
0,0,1,1,22,1,0,0,0,0,0,0,0,0,19.05,454.05,4312,False,False,False,True,False,False,False
0,0,0,0,54,0,1,0,0,1,0,1,1,0,44.1,2369.7,6205,True,False,False,False,False,False,False
0,0,1,0,18,1,1,0,0,0,0,0,0,0,74.8,1438.05,4809,False,False,True,False,False,True,False
0,0,0,0,10,1,0,0,0,0,0,0,0,1,24.5,270.15,5594,False,True,False,True,False,False,True
0,0,0,0,30,1,1,0,0,1,1,1,0,0,106.4,3211.9,5503,False,True,True,False,False,False,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.15,20.15,4939,False,False,False,True,False,False,True
1,0,1,1,6,1,0,0,0,0,0,0,0,1,69.8,377.85,2651,False,False,True,False,False,True,False
0,0,1,0,3,1,0,0,0,0,0,1,0,1,84.75,264.85,2014,False,True,True,False,False,False,False
1,0,1,1,19,1,0,0,0,0,0,0,1,0,19.9,357.7,5964,False,False,False,True,False,False,True
0,0,0,1,12,1,0,1,1,0,1,1,0,1,105.3,1275.65,5913,False,True,True,False,False,True,False
0,1,1,0,58,1,1,1,0,1,1,1,1,1,105.5,6205.5,5067,False,False,True,False,True,False,False
0,1,0,0,31,1,0,1,0,0,1,1,0,1,99.95,3186.65,5362,False,True,True,False,False,True,False
1,0,0,0,31,1,0,1,0,0,1,1,0,1,94.5,2979.2,3949,False,False,True,False,False,True,False
0,0,0,0,56,1,0,1,1,0,1,1,1,1,106.8,5914.4,6161,False,True,True,False,False,True,False
0,0,0,0,2,1,0,0,0,0,0,0,0,0,20.35,35.1,3746,False,False,False,True,True,False,False
1,0,0,0,1,1,1,0,0,0,0,0,0,1,49.8,49.8,2978,False,False,False,False,True,False,False
0,0,1,0,1,0,0,0,0,0,0,1,0,0,35.0,35.0,4099,True,False,False,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,1,0,1,55.4,55.4,2294,False,False,False,False,False,True,False
0,0,1,1,69,1,1,1,0,1,1,0,1,0,73.7,4885.85,4268,False,True,False,False,True,False,False
0,0,1,0,18,0,0,0,1,0,1,0,0,1,39.05,669.85,2601,True,False,False,False,False,True,False
1,0,0,0,15,1,0,0,0,0,0,0,0,1,49.0,749.25,2597,False,True,False,False,False,True,False
1,0,0,0,1,1,0,0,1,1,0,0,0,0,62.05,62.05,2937,False,True,False,False,False,False,True
1,0,0,0,4,1,1,0,0,0,0,0,0,1,80.1,336.15,2333,False,True,True,False,False,True,False
0,0,0,0,24,1,0,0,0,0,0,0,1,0,20.45,527.35,4690,False,False,False,True,True,False,False
1,0,1,0,43,1,1,1,1,0,0,0,0,1,86.1,3551.65,2358,False,False,True,False,True,False,False
0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.45,19.45,2865,False,False,False,True,False,False,True
1,0,0,0,43,1,0,0,0,0,0,0,0,1,75.35,3161.4,4898,False,True,True,False,True,False,False
0,1,1,0,2,1,0,0,0,0,0,0,0,1,69.3,153.8,2901,False,False,True,False,False,True,False
1,0,1,0,69,1,1,1,0,0,0,0,1,1,53.65,3804.4,6092,False,False,False,False,True,False,False
0,0,0,0,2,1,0,0,0,0,0,0,0,0,19.9,57.4,2822,False,False,False,True,False,True,False
0,0,0,0,3,1,0,0,0,0,0,0,0,1,19.6,59.75,5000,False,False,False,True,False,False,True
0,0,1,0,43,1,0,0,0,1,1,0,1,1,64.85,2908.2,4000,False,True,False,False,False,False,False
0,0,0,0,3,1,0,0,0,0,0,0,0,1,70.15,194.2,2228,False,False,True,False,False,True,False
0,1,0,0,20,1,1,0,0,0,0,0,0,1,79.15,1520.9,4997,False,True,True,False,False,True,False
0,0,1,0,26,1,1,1,1,1,1,1,1,1,90.1,2312.55,2068,False,True,False,False,True,False,False
0,1,1,0,31,1,0,0,1,0,1,0,1,1,90.7,2835.5,2364,False,True,True,False,False,True,False
1,0,1,0,22,1,1,0,0,1,1,0,0,0,95.9,2234.95,3207,False,True,True,False,True,False,False
1,0,1,1,1,1,0,0,0,0,0,0,0,0,44.55,44.55,3408,False,False,False,False,False,True,False
1,0,1,1,4,1,0,0,0,0,0,0,0,1,20.5,77.6,5053,False,False,False,True,False,False,True
1,0,0,0,2,1,0,0,0,0,0,0,0,0,20.05,42.7,4394,False,False,False,True,False,False,True
0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.65,45.65,4689,False,False,False,False,False,True,False
0,1,1,0,67,1,1,0,1,0,1,1,1,1,107.05,7142.5,4126,False,True,True,False,True,False,False
1,0,1,1,25,1,0,1,1,0,0,0,1,0,53.65,1355.45,5854,False,False,False,False,False,False,True
0,1,1,0,42,1,1,0,0,0,0,0,0,1,74.15,3229.4,2322,False,False,True,False,True,False,False
1,1,0,0,5,1,0,0,0,0,0,0,0,1,71.45,371.6,5171,False,False,True,False,False,False,True
1,1,1,0,1,1,0,0,0,0,0,0,0,1,70.3,70.3,4962,False,False,True,False,False,True,False
1,0,1,1,21,0,0,0,0,0,0,0,0,1,26.05,565.75,4302,True,False,False,False,False,True,False
0,0,1,1,61,1,0,0,0,0,0,0,1,0,19.1,1143.8,4376,False,False,False,True,True,False,False
1,0,1,1,2,1,0,0,0,0,0,0,0,1,44.5,90.05,5456,False,False,False,False,False,True,False
0,0,1,0,46,1,1,1,0,1,0,1,1,0,70.6,3231.05,5433,False,False,False,False,False,False,True
0,0,0,0,5,1,1,0,0,1,0,0,0,0,54.2,308.25,5476,False,False,False,False,False,True,False
1,0,0,0,35,1,0,0,1,1,1,0,0,0,95.5,3418.2,3715,False,True,True,False,False,True,False
1,0,1,1,1,1,1,0,0,0,0,0,0,1,48.75,48.75,5068,False,False,False,False,False,False,True
1,0,1,0,20,1,0,0,0,0,0,0,1,0,20.65,417.5,4147,False,False,False,True,False,False,True
0,0,0,0,1,1,0,0,1,0,0,0,0,1,74.6,74.6,3860,False,False,True,False,False,False,True
1,0,0,0,2,1,0,0,0,0,0,1,0,1,80.2,181.1,2384,False,False,True,False,False,True,False
0,0,1,1,56,1,0,0,0,0,1,1,1,0,88.9,4968.0,4170,False,False,True,False,False,False,False
1,1,0,0,70,0,0,1,1,0,1,0,1,1,44.05,3011.65,4022,True,False,False,False,True,False,False
0,0,1,0,55,1,0,1,1,0,1,0,0,1,94.45,5073.1,5577,False,True,True,False,True,False,False
0,0,0,0,3,1,0,0,0,1,0,1,0,0,85.8,272.2,5641,False,False,True,False,False,True,False
1,0,0,0,2,1,1,0,0,0,0,0,0,1,47.8,92.45,4134,False,False,False,False,False,True,False
0,0,0,1,26,1,0,0,0,0,0,0,0,1,49.5,1265.65,4196,False,True,False,False,False,False,True
0,0,1,1,14,1,0,0,0,0,0,0,0,0,70.2,1046.5,5819,False,False,True,False,False,True,False
1,0,0,0,35,1,0,0,0,0,1,0,0,0,55.0,2010.55,2220,False,False,False,False,False,False,True
1,0,1,1,18,1,1,0,1,1,1,1,0,0,83.25,1611.15,2065,False,False,False,False,False,True,False
0,0,1,1,20,1,1,0,0,0,1,1,1,0,76.0,1588.75,4085,False,True,False,False,False,False,False
0,1,1,0,32,1,0,0,1,0,0,0,0,0,79.3,2570.0,5242,False,True,True,False,False,False,True
0,0,0,1,13,1,1,1,0,0,0,0,0,1,56.0,764.55,5156,False,False,False,False,False,True,False
1,0,1,1,7,1,0,0,0,0,0,0,0,0,44.75,333.65,4699,False,False,False,False,False,True,False
1,0,1,0,1,0,0,0,0,0,0,0,0,1,23.45,23.45,4517,True,False,False,False,False,True,False
1,1,0,0,47,1,1,0,0,0,0,1,0,0,85.5,4042.3,3645,False,False,True,False,False,False,True
1,0,0,0,18,0,0,0,0,0,0,0,0,0,25.15,476.8,2675,True,False,False,False,False,False,True
1,0,1,0,17,1,0,0,0,0,0,0,0,1,69.0,1149.65,3368,False,False,True,False,False,True,False
1,0,1,0,29,0,0,0,0,0,1,0,0,0,33.75,1009.25,3664,True,False,False,False,False,False,True
1,0,0,0,5,1,0,0,1,0,1,0,0,1,92.5,452.7,2810,False,True,True,False,False,True,False
1,0,0,0,14,1,0,1,0,0,1,1,0,1,100.55,1415.55,5224,False,True,True,False,False,True,False
0,0,0,0,3,1,0,0,0,0,0,0,0,0,76.1,257.6,2650,False,True,True,False,False,True,False
0,0,1,0,50,1,0,0,0,0,1,0,0,1,84.4,4116.15,5135,False,True,True,False,False,False,False
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,5418,False,False,False,True,False,False,True
0,0,1,0,50,1,0,0,1,0,1,1,1,0,75.7,3876.2,6144,False,True,False,False,False,False,False
0,0,1,0,30,1,0,0,0,0,0,0,0,0,19.65,655.85,2486,False,False,False,True,False,False,False
0,0,0,0,1,1,0,0,0,0,1,0,0,0,79.55,79.55,5082,False,False,True,False,False,True,False
1,1,1,0,34,1,1,0,0,1,1,0,1,0,90.15,3128.8,3202,False,False,True,False,False,False,True
0,0,1,1,67,1,1,1,1,0,0,0,1,0,84.8,5598.3,6072,False,False,True,False,False,False,False
1,1,1,0,23,1,0,0,0,0,0,0,1,1,20.75,485.2,3418,False,False,False,True,False,True,False
1,0,0,1,1,1,0,0,0,0,0,0,0,0,19.25,19.25,5437,False,False,False,True,False,False,True
0,0,0,1,4,1,0,0,0,0,0,0,0,0,20.4,94.5,4929,False,False,False,True,True,False,False
1,0,0,0,54,1,1,0,1,1,0,0,1,0,84.4,4484.05,4154,False,False,True,False,False,True,False
0,1,0,0,49,1,1,0,0,0,1,1,0,0,101.55,5070.4,5348,False,True,True,False,True,False,False
1,1,1,0,10,1,0,0,1,0,0,1,0,1,89.8,914.3,5124,False,True,True,False,False,True,False
1,0,1,1,20,1,0,0,1,0,0,0,0,1,49.6,939.8,3235,False,False,False,False,False,True,False
1,1,1,0,56,1,1,0,1,0,1,1,1,1,104.55,5794.65,6268,False,True,True,False,False,False,False
0,0,1,1,7,1,1,0,0,0,0,0,0,0,50.7,350.35,3097,False,False,False,False,False,False,True
1,0,1,0,35,1,1,1,1,0,0,0,0,0,61.0,2130.45,4355,False,False,False,False,False,False,True
1,0,1,0,51,0,0,1,0,0,0,0,0,1,30.05,1529.45,5045,True,False,False,False,True,False,False
1,0,0,0,3,1,0,0,0,0,0,0,0,1,43.3,123.65,4849,False,False,False,False,False,True,False
1,0,1,0,4,1,0,1,1,0,0,0,0,1,84.8,371.9,4939,False,True,True,False,False,False,False
0,1,1,1,32,1,0,0,1,0,1,0,0,1,91.35,2896.55,2965,False,True,True,False,False,False,True
0,1,0,0,22,1,1,1,0,0,0,0,0,0,81.7,1820.9,5602,False,False,True,False,False,True,False
1,0,1,1,30,1,0,1,1,0,0,0,0,0,82.05,2570.2,5036,False,False,True,False,False,False,False
0,0,0,0,7,1,0,0,1,1,1,1,0,1,100.4,715.0,5041,False,False,True,False,False,True,False
